
商品UID      SKU                  更新庫存      
8460       GM20008UW01XL        1527      
8462       GM20008UW012X        104       
8464       GM20009UW012X        0         
8466       GM20008UW010L        1505      
8468       GM20008UW010M        1619      
8479       GM01105UW110S        0         
8492       GM01031UW010S        18        
8493       GM01093BP0001        0         
8494       GM01093BP0002        0         
8495       GM01095BP0023        9         
8500       GM01010WL0010        394       
8507       GM01138UW01XS        59        
8537       GM01132UW010S        224       
8539       GM01132UW013X        49        
8541       GM01134UW170S        151       
8542       GM01134UW173X        17        
8544       GM01087UW01XS        143       
8547       GM01087UW010S        261       
8549       GM01087UW013X        18        
8551       GM01129UW170S        97        
8553       GM01129UW173X        17        
8555       GM01126UW010S        97        
8557       GM01126UW013X        151       
8707       GM01067UW102X        0         
8708       GM01067UW10XL        0         
8733       GM01120PS1408        0         
8764       GM01025UW092X        0         
8765       GM01067UW100L        0         
8767       GM20012WU090L        116       
8782       GM20011WU13XL        117       
8784       GM20011WU130L        104       
8786       GM20011WU130M        132       
8788       GM20012WU09XL        132       
8790       GM20012WU090M        70        
8817       GM20015BW0015        29        
8819       GMCO121UW020M        0         
8821       GMCO121UW020L        0         
8823       GMCO121UW02XL        0         
8825       GMCO121UW022X        159       
8842       GM20016BW0008        116       
8844       GM01012PS00          455       
8856       GM11114FTP2XS        1         
8858       GM11114FTP20S        0         
8859       GM11114FTP20M        2         
8862       GM11114FTP20L        2         
8864       GM11114FTP2XL        1         
8866       GM11115FT99XS        1         
8868       GM11115FT990S        0         
8870       GM11115FT990M        2         
8872       GM11115FT990L        2         
8874       GM11115FT99XL        1         
8876       GM11116FT01XS        1         
8878       GM11116FT010S        1         
8880       GM11116FT010M        2         
8882       GM11116FT010L        1         
8884       GM11116FT01XL        1         
8968       GM20017UW0104        0         
8997       GM20018UW010M        0         
9001       GM20019UW100M        0         
9003       GM20019UW100L        0         
9005       GM20019UW10XL        0         
9021       GM20020FC0030B       0         
9023       GM20020FC0010B       0         
9095       GM12001FC2010        30        
9097       GM12002FC0030        63        
9126       GM20021UW110F        0         
✅ 更新通知email已成功發送

✅ 已成功更新 348 筆商品並發送通知郵件

商品UID      SKU                  更新庫存      
----------------------------------------
7809       GM01087UW010M        875       
7810       GM01088UW190M        892       
7811       GM01088UW190L        722       
7812       GM01087UW010L        422       
7813       GM01087UW01XL        237       
7814       GM01088UW19XL        322       
7815       GM01088UW192X        194       
7816       GM01087UW012X        60        
7818       GM01022UW020M        139       
7819       GM01032UW020S        0         
7820       GM01022UW020L        140       
7821       GM01022UW020S        54        
7822       GM01022UW023X        19        
7823       GM01022UW02XL        80        
7824       GM01020UW010S        69        
7825       GM01020UW010M        196       
7826       GM01020UW010L        362       
7827       GM01020UW01XL        119       
7828       GM01020UW012X        28        
7829       GM01021UW160S        14        
7830       GM01021UW160M        2         
7831       GM01021UW160L        10        
7832       GM01021UW16XL        7         
7833       GM01021UW162X        71        
7834       GM01021UW163X        21        
7835       GM01018UW010S        121       
7836       GM01018UW010M        85        
7837       GM01018UW010L        159       
7838       GM01018UW01XL        77        
7839       GM01018UW012X        40        
7840       GM01018UW013X        58        
7841       GM01023UW010S        24        
7842       GM01023UW010M        162       
7843       GM01023UW010L        139       
7844       GM01023UW01XL        113       
7845       GM01023UW012X        39        
7846       GM01023UW013X        51        
7847       GM01111UWW10F        149       
7848       GM01122UW182X        45        
7849       GM01122UW180L        51        
7850       GM01111UWP10F        104       
7851       GM01111UWP20F        423       
7852       GM01122UW18XL        465       
7853       GM01037BP9901        81        
7854       GM01010WL9925        0         
7855       GM18001PS0001        29        
7856       GM01085BP0001        63        
7861       GM01006OW010S        0         
7862       GM01006OW010M        14        
7863       GM01006OW01XL        29        
7864       GM01068UW180M        0         
7865       GM01068UW180L        0         
7866       GM01068UW182X        0         
7867       GM01086UW010M        5         
7868       GM01086UW010L        0         
7869       GM01086UW01XL        194       
7870       GM01090UW130S        0         
7871       GM01090UW130L        0         
7872       GM01090UW132X        65        
7873       GM01107UW010M        89        
7874       GM01107UW010L        480       
7875       GM01107UW01XL        322       
7876       GM01107UW012X        31        
7877       GM01109UW012X        18        
7878       GM01110UW180M        0         
7879       GM01110UW18XL        1         
7880       GM01110UW182X        0         
7881       GM01068UW18XL        0         
7883       GM01141UW03XS        0         
7885       GM01141UW030S        0         
7887       GM01141UW030M        0         
7889       GM01141UW030L        0         
7891       GM01142UW01XS        0         
7893       GM01142UW010S        0         
7895       GM01142UW010M        0         
7897       GM01142UW010L        0         
7899       GM01143UW02XS        0         
7901       GM01143UW020S        0         
7903       GM01143UW020M        0         
7905       GM01143UW020L        0         
7907       GM04001WL0050        1         
7908       GM03010CU05CL        0         
7913       GM01053BP0103        0         
7914       GM01089UW012X        113       
7915       GM01109UW010M        52        
7916       GM01109UW010L        105       
7917       GM01109UW01XL        104       
7918       GM01089UW01XL        0         
7919       GM01010WL9910        0         
7920       GM01020UW013X        26        
7921       GM01022UW022X        96        
7922       GM01086UW012X        225       
7923       GM01090UW130M        0         
7924       GM01090UW13XL        196       
7925       GM01110UW180L        0         
7926       GM01054UW010L        0         
7927       GM01054UW01XL        0         
7928       GM01055UW120L        0         
7929       GM01055UW12XL        0         
7930       GM01058UW17XL        0         
7931       GM01106UW050L        0         
7932       GM01106UW05XL        0         
7937       GM01091OW010M        12        
7938       GM01091OW010L        47        
7939       GM01091OW01XL        17        
7940       GM01092OW01XL        13        
7946       GM01006OW010L        8         
7947       GM01016OW170S        0         
7948       GM01016OW170M        14        
7949       GM01016OW170L        2         
7950       GM01016OW17XL        15        
7951       GM01007OW010S        0         
7952       GM01007OW010M        0         
7953       GM01007OW010L        0         
7954       GM01007OW01XL        0         
7980       GM01122UW180M        455       
7981       GM01024UW130S        0         
7982       GM01024UW130M        0         
7983       GM01024UW130L        0         
7984       GM01024UW13XL        0         
7985       GM01024UW132X        71        
7986       GM01024UW133X        239       
7987       GM01072CS0119        26        
7988       GM01072CS0123        22        
7989       GM01072CS0128        18        
7990       GM01102CS0323        0         
7991       GM01102CS0328        0         
7992       GM01104CS1223        0         
7993       GM01104CS1228        0         
7994       GM01080CS0519        0         
7995       GM01080CS0523        0         
7996       GM01080CS0528        0         
7997       GM01081CS0119        0         
7998       GM01081CS0123        0         
7999       GM01081CS0128        0         
8000       GM01079CS1119        0         
8001       GM01076CS1219        0         
8002       GM01076CS1228        0         
8003       GM01103CS2223        0         
8004       GM01103CS2228        0         
8005       GM01029CS0123        11        
8006       GM01030CS0128        27        
8007       GM01029CS1123        17        
8008       GM01030CS1128        24        
8009       GM01030CS1028        22        
8010       GM01029CS1723        15        
8011       GM01030CS1728        18        
8012       GM01029CS0323        14        
8013       GM01030CS0328        23        
8014       GM01029CS1023        14        
8024       GM01056UW05XL        0         
8025       GM01058UW170L        0         
8026       GM01059UW010L        0         
8027       GM01059UW01XL        0         
8028       GM01075UW11XL        0         
8029       GM01105UW11XL        0         
8030       GM01077CS1119        0         
8031       GM03005CSRD28        0         
8032       GM03006CSRD36        0         
8033       GM03003CU11CL        0         
8034       GM11112UW0103        4         
8035       GM11113UW0204        6         
8037       GM11113UW0203        5         
8038       GM11112UW0104        6         
8039       GM01092OW010M        12        
8040       GM01123UW080M        149       
8041       GM01123UW080L        193       
8042       GM01123UW08XL        132       
8043       GM01123UW082X        13        
8044       GM01125UW180M        397       
8045       GM01125UW180L        167       
8046       GM01125UW18XL        42        
8047       GM01125UW182X        47        
8048       GM01124UW130M        290       
8049       GM01124UW130L        353       
8050       GM01124UW13XL        208       
8051       GM01124UW132X        14        
8052       GM01129UW170M        78        
8053       GM01129UW170L        8         
8054       GM01129UW17XL        48        
8055       GM01129UW172X        10        
8056       GM01128UW130M        0         
8057       GM01128UW130L        0         
8058       GM01128UW13XL        0         
8059       GM01128UW132X        0         
8060       GM01126UW010M        394       
8061       GM01126UW010L        427       
8062       GM01126UW01XL        169       
8063       GM01126UW012X        47        
8064       GM01127UW170M        237       
8065       GM01127UW170L        186       
8066       GM01127UW17XL        77        
8067       GM01127UW172X        85        
8068       GM01032UW020M        0         
8069       GM01132UW010M        150       
8070       GM01131UW130M        0         
8071       GM01131UW130L        0         
8072       GM01131UW13XL        0         
8073       GM01131UW132X        0         
8074       GM01132UW010L        254       
8075       GM01132UW01XL        157       
8076       GM01133UW190M        64        
8077       GM01133UW190L        221       
8078       GM01133UW19XL        97        
8079       GM01133UW192X        120       
8080       GM01134UW170M        117       
8081       GM01136UW170L        0         
8082       GM01136UW17XL        70        
8083       GM01136UW172X        1         
8084       GM01134UW170L        83        
8085       GM01134UW17XL        185       
8086       GM01134UW172X        20        
8087       GM01135UW190M        20        
8088       GM01136UW170M        14        
8089       GM01138UW010S        137       
8090       GM01138UW010M        64        
8091       GM01138UW010L        0         
8092       GM01138UW01XL        52        
8093       GM01138UW012X        44        
8094       GM01138UW013X        169       
8095       GM01089UW010S        0         
8096       GM01089UW010M        0         
8097       GM01089UW010L        0         
8098       GM03008SS0900        0         
8099       GM01055UW120M        0         
8100       GM01054UW010S        0         
8101       GM01084UWRD0F        0         
8116       GM01032UW023X        12        
8117       GM01002UW010M        0         
8118       GM01130UW19XL        76        
8119       GM01130UW190L        290       
8120       GM01130UW190M        129       
8121       GM01130UW190S        0         
8134       GM01053BP0102        0         
8136       GM01144UW110S        39        
8138       GM01144UW110M        152       
8140       GM01144UW110L        98        
8142       GM01144UW11XL        18        
8144       GM01145UW040S        63        
8146       GM01145UW040M        135       
8148       GM01145UW040L        87        
8150       GM01145UW04XL        26        
8152       GM01146UWW104        2         
8154       GM01146UWP204        0         
8155       GM01132UW012X        144       
8156       GM01135UW190L        47        
8157       GM01135UW19XL        8         
8158       GM01137UW130M        0         
8159       GM01137UW130L        0         
8160       GM01137UW13XL        0         
8161       GM01137UW132X        5         
8162       GM01135UW192X        22        
8166       GM01140UW080M        50        
8169       GM01140UW080L        54        
8170       GM01140UW08XL        47        
8171       GM01140UW082X        122       
8172       GM01025UW093X        25        
8173       GM01073BP1201        0         
8174       GM01010WL0025        0         
8175       GM01122UWRD0F        54        
8176       GM01026UW153X        0         
8177       GM01058UW170S        0         
8192       GM01092OW010L        4         
8196       GM01147BP1901        24        
8197       GM01130UW192X        14        
8198       GM01130UW193X        27        
8247       GM01031UW013X        16        
8405       GM01069BP0001        0         
8407       GM01149BP1400        0         
8426       GM01139UW230M        43        
8427       GM01139UW230L        24        
8428       GM01139UW23XL        29        
8429       GM01139UW232X        61        
8442       GM01150UW010F        1         
8444       GM01150UW190F        198       
8446       GM20010UW010S        100       
8448       GM20010UW010M        155       
8450       GM20010UW010L        112       
8452       GM20010UW01XL        68        
8454       GM20009UW010M        0         
8456       GM20009UW010L        0         
8458       GM20009UW01XL        0         
8460       GM20008UW01XL        1581      
8462       GM20008UW012X        103       
8464       GM20009UW012X        0         
8466       GM20008UW010L        1501      
8468       GM20008UW010M        1617      
8479       GM01105UW110S        0         
8492       GM01031UW010S        18        
8493       GM01093BP0001        0         
8494       GM01093BP0002        0         
8495       GM01095BP0023        9         
8500       GM01010WL0010        394       
8507       GM01138UW01XS        59        
8537       GM01132UW010S        224       
8539       GM01132UW013X        49        
8541       GM01134UW170S        151       
8542       GM01134UW173X        17        
8544       GM01087UW01XS        143       
8547       GM01087UW010S        261       
8549       GM01087UW013X        18        
8551       GM01129UW170S        97        
8553       GM01129UW173X        17        
8555       GM01126UW010S        97        
8557       GM01126UW013X        151       
8707       GM01067UW102X        0         
8708       GM01067UW10XL        0         
8733       GM01120PS1408        0         
8764       GM01025UW092X        0         
8765       GM01067UW100L        0         
8767       GM20012WU090L        116       
8782       GM20011WU13XL        117       
8784       GM20011WU130L        104       
8786       GM20011WU130M        132       
8788       GM20012WU09XL        132       
8790       GM20012WU090M        70        
8817       GM20015BW0015        116       
8819       GMCO121UW020M        0         
8821       GMCO121UW020L        0         
8823       GMCO121UW02XL        0         
8825       GMCO121UW022X        159       
8842       GM20016BW0008        494       
8844       GM01012PS00          455       
8856       GM11114FTP2XS        1         
8858       GM11114FTP20S        0         
8859       GM11114FTP20M        2         
8862       GM11114FTP20L        2         
8864       GM11114FTP2XL        1         
8866       GM11115FT99XS        1         
8868       GM11115FT990S        0         
8870       GM11115FT990M        2         
8872       GM11115FT990L        2         
8874       GM11115FT99XL        1         
8876       GM11116FT01XS        1         
8878       GM11116FT010S        1         
8880       GM11116FT010M        2         
8882       GM11116FT010L        1         
8884       GM11116FT01XL        1         
8968       GM20017UW0104        0         
8997       GM20018UW010M        0         
9001       GM20019UW100M        0         
9003       GM20019UW100L        0         
9005       GM20019UW10XL        0         
9021       GM20020FC0030B       0         
9023       GM20020FC0010B       0         
9095       GM12001FC2010        30        
9097       GM12002FC0030        63        
9126       GM20021UW110F        0         
✅ 更新通知email已成功發送

✅ 已成功更新 348 筆商品並發送通知郵件

商品UID      SKU                  更新庫存      
----------------------------------------
7809       GM01087UW010M        872       
7810       GM01088UW190M        878       
7811       GM01088UW190L        709       
7812       GM01087UW010L        421       
7813       GM01087UW01XL        236       
7814       GM01088UW19XL        319       
7815       GM01088UW192X        194       
7816       GM01087UW012X        60        
7818       GM01022UW020M        134       
7819       GM01032UW020S        0         
7820       GM01022UW020L        134       
7821       GM01022UW020S        52        
7822       GM01022UW023X        17        
7823       GM01022UW02XL        80        
7824       GM01020UW010S        65        
7825       GM01020UW010M        178       
7826       GM01020UW010L        354       
7827       GM01020UW01XL        113       
7828       GM01020UW012X        25        
7829       GM01021UW160S        14        
7830       GM01021UW160M        2         
7831       GM01021UW160L        10        
7832       GM01021UW16XL        7         
7833       GM01021UW162X        71        
7834       GM01021UW163X        21        
7835       GM01018UW010S        120       
7836       GM01018UW010M        75        
7837       GM01018UW010L        157       
7838       GM01018UW01XL        75        
7839       GM01018UW012X        40        
7840       GM01018UW013X        58        
7841       GM01023UW010S        14        
7842       GM01023UW010M        155       
7843       GM01023UW010L        139       
7844       GM01023UW01XL        110       
7845       GM01023UW012X        39        
7846       GM01023UW013X        51        
7847       GM01111UWW10F        548       
7848       GM01122UW182X        43        
7849       GM01122UW180L        47        
7850       GM01111UWP10F        383       
7851       GM01111UWP20F        546       
7852       GM01122UW18XL        463       
7853       GM01037BP9901        80        
7854       GM01010WL9925        0         
7855       GM18001PS0001        28        
7856       GM01085BP0001        63        
7861       GM01006OW010S        0         
7862       GM01006OW010M        12        
7863       GM01006OW01XL        29        
7864       GM01068UW180M        0         
7865       GM01068UW180L        0         
7866       GM01068UW182X        0         
7867       GM01086UW010M        5         
7868       GM01086UW010L        0         
7869       GM01086UW01XL        194       
7870       GM01090UW130S        0         
7871       GM01090UW130L        0         
7872       GM01090UW132X        65        
7873       GM01107UW010M        89        
7874       GM01107UW010L        478       
7875       GM01107UW01XL        318       
7876       GM01107UW012X        31        
7877       GM01109UW012X        18        
7878       GM01110UW180M        0         
7879       GM01110UW18XL        1         
7880       GM01110UW182X        0         
7881       GM01068UW18XL        0         
7883       GM01141UW03XS        0         
7885       GM01141UW030S        0         
7887       GM01141UW030M        0         
7889       GM01141UW030L        0         
7891       GM01142UW01XS        0         
7893       GM01142UW010S        0         
7895       GM01142UW010M        0         
7897       GM01142UW010L        0         
7899       GM01143UW02XS        0         
7901       GM01143UW020S        0         
7903       GM01143UW020M        0         
7905       GM01143UW020L        0         
7907       GM04001WL0050        17        
7908       GM03010CU05CL        0         
7913       GM01053BP0103        0         
7914       GM01089UW012X        113       
7915       GM01109UW010M        50        
7916       GM01109UW010L        101       
7917       GM01109UW01XL        101       
7918       GM01089UW01XL        0         
7919       GM01010WL9910        0         
7920       GM01020UW013X        26        
7921       GM01022UW022X        96        
7922       GM01086UW012X        224       
7923       GM01090UW130M        0         
7924       GM01090UW13XL        193       
7925       GM01110UW180L        0         
7926       GM01054UW010L        0         
7927       GM01054UW01XL        0         
7928       GM01055UW120L        0         
7929       GM01055UW12XL        0         
7930       GM01058UW17XL        0         
7931       GM01106UW050L        0         
7932       GM01106UW05XL        0         
7937       GM01091OW010M        12        
7938       GM01091OW010L        47        
7939       GM01091OW01XL        17        
7940       GM01092OW01XL        13        
7946       GM01006OW010L        7         
7947       GM01016OW170S        0         
7948       GM01016OW170M        14        
7949       GM01016OW170L        2         
7950       GM01016OW17XL        15        
7951       GM01007OW010S        0         
7952       GM01007OW010M        0         
7953       GM01007OW010L        0         
7954       GM01007OW01XL        0         
7980       GM01122UW180M        453       
7981       GM01024UW130S        0         
7982       GM01024UW130M        0         
7983       GM01024UW130L        0         
7984       GM01024UW13XL        0         
7985       GM01024UW132X        69        
7986       GM01024UW133X        239       
7987       GM01072CS0119        26        
7988       GM01072CS0123        22        
7989       GM01072CS0128        18        
7990       GM01102CS0323        0         
7991       GM01102CS0328        0         
7992       GM01104CS1223        0         
7993       GM01104CS1228        0         
7994       GM01080CS0519        0         
7995       GM01080CS0523        0         
7996       GM01080CS0528        0         
7997       GM01081CS0119        0         
7998       GM01081CS0123        0         
7999       GM01081CS0128        0         
8000       GM01079CS1119        0         
8001       GM01076CS1219        0         
8002       GM01076CS1228        0         
8003       GM01103CS2223        0         
8004       GM01103CS2228        0         
8005       GM01029CS0123        11        
8006       GM01030CS0128        24        
8007       GM01029CS1123        17        
8008       GM01030CS1128        24        
8009       GM01030CS1028        22        
8010       GM01029CS1723        15        
8011       GM01030CS1728        18        
8012       GM01029CS0323        14        
8013       GM01030CS0328        23        
8014       GM01029CS1023        14        
8024       GM01056UW05XL        0         
8025       GM01058UW170L        0         
8026       GM01059UW010L        0         
8027       GM01059UW01XL        0         
8028       GM01075UW11XL        0         
8029       GM01105UW11XL        0         
8030       GM01077CS1119        0         
8031       GM03005CSRD28        0         
8032       GM03006CSRD36        0         
8033       GM03003CU11CL        0         
8034       GM11112UW0103        4         
8035       GM11113UW0204        6         
8037       GM11113UW0203        5         
8038       GM11112UW0104        6         
8039       GM01092OW010M        12        
8040       GM01123UW080M        145       
8041       GM01123UW080L        191       
8042       GM01123UW08XL        132       
8043       GM01123UW082X        13        
8044       GM01125UW180M        393       
8045       GM01125UW180L        166       
8046       GM01125UW18XL        40        
8047       GM01125UW182X        47        
8048       GM01124UW130M        289       
8049       GM01124UW130L        350       
8050       GM01124UW13XL        207       
8051       GM01124UW132X        14        
8052       GM01129UW170M        71        
8053       GM01129UW170L        3         
8054       GM01129UW17XL        46        
8055       GM01129UW172X        10        
8056       GM01128UW130M        0         
8057       GM01128UW130L        0         
8058       GM01128UW13XL        0         
8059       GM01128UW132X        0         
8060       GM01126UW010M        388       
8061       GM01126UW010L        417       
8062       GM01126UW01XL        292       
8063       GM01126UW012X        47        
8064       GM01127UW170M        236       
8065       GM01127UW170L        186       
8066       GM01127UW17XL        70        
8067       GM01127UW172X        83        
8068       GM01032UW020M        0         
8069       GM01132UW010M        150       
8070       GM01131UW130M        0         
8071       GM01131UW130L        0         
8072       GM01131UW13XL        0         
8073       GM01131UW132X        0         
8074       GM01132UW010L        254       
8075       GM01132UW01XL        157       
8076       GM01133UW190M        62        
8077       GM01133UW190L        219       
8078       GM01133UW19XL        96        
8079       GM01133UW192X        120       
8080       GM01134UW170M        115       
8081       GM01136UW170L        0         
8082       GM01136UW17XL        68        
8083       GM01136UW172X        0         
8084       GM01134UW170L        83        
8085       GM01134UW17XL        185       
8086       GM01134UW172X        20        
8087       GM01135UW190M        20        
8088       GM01136UW170M        13        
8089       GM01138UW010S        137       
8090       GM01138UW010M        62        
8091       GM01138UW010L        0         
8092       GM01138UW01XL        52        
8093       GM01138UW012X        44        
8094       GM01138UW013X        165       
8095       GM01089UW010S        0         
8096       GM01089UW010M        0         
8097       GM01089UW010L        0         
8098       GM03008SS0900        0         
8099       GM01055UW120M        0         
8100       GM01054UW010S        0         
8101       GM01084UWRD0F        0         
8116       GM01032UW023X        12        
8117       GM01002UW010M        0         
8118       GM01130UW19XL        74        
8119       GM01130UW190L        287       
8120       GM01130UW190M        127       
8121       GM01130UW190S        0         
8134       GM01053BP0102        0         
8136       GM01144UW110S        39        
8138       GM01144UW110M        152       
8140       GM01144UW110L        97        
8142       GM01144UW11XL        18        
8144       GM01145UW040S        63        
8146       GM01145UW040M        135       
8148       GM01145UW040L        86        
8150       GM01145UW04XL        24        
8152       GM01146UWW104        331       
8154       GM01146UWP204        90        
8155       GM01132UW012X        141       
8156       GM01135UW190L        46        
8157       GM01135UW19XL        8         
8158       GM01137UW130M        0         
8159       GM01137UW130L        0         
8160       GM01137UW13XL        0         
8161       GM01137UW132X        5         
8162       GM01135UW192X        22        
8166       GM01140UW080M        49        
8169       GM01140UW080L        51        
8170       GM01140UW08XL        47        
8171       GM01140UW082X        122       
8172       GM01025UW093X        25        
8173       GM01073BP1201        0         
8174       GM01010WL0025        0         
8175       GM01122UWRD0F        37        
8176       GM01026UW153X        0         
8177       GM01058UW170S        0         
8192       GM01092OW010L        4         
8196       GM01147BP1901        23        
8197       GM01130UW192X        14        
8198       GM01130UW193X        27        
8247       GM01031UW013X        16        
8405       GM01069BP0001        0         
8407       GM01149BP1400        0         
8426       GM01139UW230M        43        
8427       GM01139UW230L        19        
8428       GM01139UW23XL        29        
8429       GM01139UW232X        59        
8442       GM01150UW010F        1         
8444       GM01150UW190F        189       
8446       GM20010UW010S        100       
8448       GM20010UW010M        155       
8450       GM20010UW010L        111       
8452       GM20010UW01XL        68        
8454       GM20009UW010M        0         
8456       GM20009UW010L        0         
8458       GM20009UW01XL        0         
8460       GM20008UW01XL        1577      
8462       GM20008UW012X        98        
8464       GM20009UW012X        0         
8466       GM20008UW010L        1492      
8468       GM20008UW010M        1600      
8479       GM01105UW110S        0         
8492       GM01031UW010S        18        
8493       GM01093BP0001        0         
8494       GM01093BP0002        0         
8495       GM01095BP0023        9         
8500       GM01010WL0010        394       
8507       GM01138UW01XS        59        
8537       GM01132UW010S        224       
8539       GM01132UW013X        49        
8541       GM01134UW170S        151       
8542       GM01134UW173X        17        
8544       GM01087UW01XS        143       
8547       GM01087UW010S        256       
8549       GM01087UW013X        18        
8551       GM01129UW170S        96        
8553       GM01129UW173X        17        
8555       GM01126UW010S        96        
8557       GM01126UW013X        151       
8707       GM01067UW102X        0         
8708       GM01067UW10XL        0         
8733       GM01120PS1408        0         
8764       GM01025UW092X        0         
8765       GM01067UW100L        0         
8767       GM20012WU090L        116       
8782       GM20011WU13XL        113       
8784       GM20011WU130L        103       
8786       GM20011WU130M        129       
8788       GM20012WU09XL        132       
8790       GM20012WU090M        66        
8817       GM20015BW0015        114       
8819       GMCO121UW020M        0         
8821       GMCO121UW020L        0         
8823       GMCO121UW02XL        0         
8825       GMCO121UW022X        159       
8842       GM20016BW0008        483       
8844       GM01012PS00          455       
8856       GM11114FTP2XS        1         
8858       GM11114FTP20S        0         
8859       GM11114FTP20M        2         
8862       GM11114FTP20L        2         
8864       GM11114FTP2XL        1         
8866       GM11115FT99XS        1         
8868       GM11115FT990S        0         
8870       GM11115FT990M        2         
8872       GM11115FT990L        2         
8874       GM11115FT99XL        1         
8876       GM11116FT01XS        1         
8878       GM11116FT010S        1         
8880       GM11116FT010M        2         
8882       GM11116FT010L        1         
8884       GM11116FT01XL        1         
8968       GM20017UW0104        0         
8997       GM20018UW010M        0         
9001       GM20019UW100M        0         
9003       GM20019UW100L        0         
9005       GM20019UW10XL        0         
9021       GM20020FC0030B       0         
9023       GM20020FC0010B       0         
9095       GM12001FC2010        30        
9097       GM12002FC0030        63        
9126       GM20021UW110F        0         
✅ 更新通知email已成功發送

✅ 已成功更新 348 筆商品並發送通知郵件

商品UID      SKU                  更新庫存      
----------------------------------------
7809       GM01087UW010M        866       
7810       GM01088UW190M        877       
7811       GM01088UW190L        707       
7812       GM01087UW010L        419       
7813       GM01087UW01XL        236       
7814       GM01088UW19XL        319       
7815       GM01088UW192X        192       
7816       GM01087UW012X        60        
7818       GM01022UW020M        128       
7819       GM01032UW020S        0         
7820       GM01022UW020L        134       
7821       GM01022UW020S        52        
7822       GM01022UW023X        17        
7823       GM01022UW02XL        80        
7824       GM01020UW010S        65        
7825       GM01020UW010M        176       
7826       GM01020UW010L        350       
7827       GM01020UW01XL        109       
7828       GM01020UW012X        24        
7829       GM01021UW160S        14        
7830       GM01021UW160M        2         
7831       GM01021UW160L        8         
7832       GM01021UW16XL        7         
7833       GM01021UW162X        71        
7834       GM01021UW163X        21        
7835       GM01018UW010S        120       
7836       GM01018UW010M        71        
7837       GM01018UW010L        155       
7838       GM01018UW01XL        66        
7839       GM01018UW012X        40        
7840       GM01018UW013X        58        
7841       GM01023UW010S        14        
7842       GM01023UW010M        154       
7843       GM01023UW010L        138       
7844       GM01023UW01XL        108       
7845       GM01023UW012X        39        
7846       GM01023UW013X        51        
7847       GM01111UWW10F        542       
7848       GM01122UW182X        41        
7849       GM01122UW180L        47        
7850       GM01111UWP10F        378       
7851       GM01111UWP20F        541       
7852       GM01122UW18XL        462       
7853       GM01037BP9901        80        
7854       GM01010WL9925        0         
7855       GM18001PS0001        28        
7856       GM01085BP0001        63        
7861       GM01006OW010S        0         
7862       GM01006OW010M        11        
7863       GM01006OW01XL        29        
7864       GM01068UW180M        0         
7865       GM01068UW180L        0         
7866       GM01068UW182X        0         
7867       GM01086UW010M        5         
7868       GM01086UW010L        0         
7869       GM01086UW01XL        193       
7870       GM01090UW130S        0         
7871       GM01090UW130L        0         
7872       GM01090UW132X        65        
7873       GM01107UW010M        89        
7874       GM01107UW010L        478       
7875       GM01107UW01XL        318       
7876       GM01107UW012X        31        
7877       GM01109UW012X        18        
7878       GM01110UW180M        0         
7879       GM01110UW18XL        1         
7880       GM01110UW182X        0         
7881       GM01068UW18XL        0         
7883       GM01141UW03XS        0         
7885       GM01141UW030S        0         
7887       GM01141UW030M        0         
7889       GM01141UW030L        0         
7891       GM01142UW01XS        0         
7893       GM01142UW010S        0         
7895       GM01142UW010M        0         
7897       GM01142UW010L        0         
7899       GM01143UW02XS        0         
7901       GM01143UW020S        0         
7903       GM01143UW020M        0         
7905       GM01143UW020L        0         
7907       GM04001WL0050        17        
7908       GM03010CU05CL        0         
7913       GM01053BP0103        0         
7914       GM01089UW012X        113       
7915       GM01109UW010M        50        
7916       GM01109UW010L        99        
7917       GM01109UW01XL        101       
7918       GM01089UW01XL        0         
7919       GM01010WL9910        0         
7920       GM01020UW013X        26        
7921       GM01022UW022X        96        
7922       GM01086UW012X        224       
7923       GM01090UW130M        0         
7924       GM01090UW13XL        193       
7925       GM01110UW180L        0         
7926       GM01054UW010L        0         
7927       GM01054UW01XL        0         
7928       GM01055UW120L        0         
7929       GM01055UW12XL        0         
7930       GM01058UW17XL        0         
7931       GM01106UW050L        0         
7932       GM01106UW05XL        0         
7937       GM01091OW010M        12        
7938       GM01091OW010L        47        
7939       GM01091OW01XL        17        
7940       GM01092OW01XL        13        
7946       GM01006OW010L        7         
7947       GM01016OW170S        0         
7948       GM01016OW170M        14        
7949       GM01016OW170L        2         
7950       GM01016OW17XL        15        
7951       GM01007OW010S        0         
7952       GM01007OW010M        0         
7953       GM01007OW010L        0         
7954       GM01007OW01XL        0         
7980       GM01122UW180M        453       
7981       GM01024UW130S        0         
7982       GM01024UW130M        0         
7983       GM01024UW130L        0         
7984       GM01024UW13XL        0         
7985       GM01024UW132X        69        
7986       GM01024UW133X        239       
7987       GM01072CS0119        26        
7988       GM01072CS0123        22        
7989       GM01072CS0128        18        
7990       GM01102CS0323        0         
7991       GM01102CS0328        0         
7992       GM01104CS1223        0         
7993       GM01104CS1228        0         
7994       GM01080CS0519        0         
7995       GM01080CS0523        0         
7996       GM01080CS0528        0         
7997       GM01081CS0119        0         
7998       GM01081CS0123        0         
7999       GM01081CS0128        0         
8000       GM01079CS1119        0         
8001       GM01076CS1219        0         
8002       GM01076CS1228        0         
8003       GM01103CS2223        0         
8004       GM01103CS2228        0         
